,ID
1131,2246
1132,2247
1133,2249
1134,2250
1135,2252
1136,2255
1137,2256
1138,2258
1139,2259
1140,2260
1141,2263
1142,2264
1143,2265
1144,2267
1145,2268
1146,2270
1147,2271
1148,2272
1149,2273
1150,2274
1151,2276
1152,2277
1153,2280
1154,2281
1155,2282
1156,2288
1157,2292
1158,2294
1159,2295
1160,2296
1161,2297
1162,2298
1163,2299
1164,2309
1165,2310
1166,2312
1167,2314
1168,2317
1169,2319
1170,2320
1171,2321
1172,2324
1173,2326
1174,2331
1175,2335
1176,2336
1177,2339
1178,2340
1179,2342
1180,2343
1181,2346
1182,2352
1183,2353
1184,2354
1185,2355
1186,2356
1187,2357
1188,2360
1189,2362
1190,2365
1191,2367
1192,2368
1193,2371
1194,2372
1195,2374
1196,2376
1197,2378
1198,2379
1199,2380
1200,2381
1201,2382
1202,2383
1203,2389
1204,2390
1205,2391
1206,2398
1207,2399
1208,2402
1209,2404
1210,2405
1211,2406
1212,2409
1213,2411
1214,2412
1215,2413
1216,2415
1217,2417
1218,2418
1219,2419
1220,2420
1221,2424
1222,2426
1223,2427
1224,2428
1225,2429
1226,2431
1227,2432
1228,2435
1229,2436
1230,2441
1231,2443
1232,2445
1233,2446
1234,2447
1235,2448
1236,2450
1237,2451
1238,2452
1239,2453
1240,2454
1241,2455
1242,2457
1243,2459
1244,2460
1245,2461
1246,2467
1247,2468
1248,2469
1249,2471
1250,2472
1251,2473
1252,2474
1253,2475
1254,2477
1255,2479
1256,2480
1257,2481
1258,2485
1259,2486
1260,2489
1261,2490
1262,2491
1263,2492
1264,2496
1265,2497
1266,2498
1267,2500
1268,2502
1269,2505
1270,2506
1271,2508
1272,2510
1273,2513
1274,2514
1275,2518
1276,2519
1277,2520
1278,2522
1279,2523
1280,2524
1281,2526
1282,2532
1283,2534
1284,2535
1285,2536
1286,2540
1287,2547
1288,2550
1289,2551
1290,2552
1291,2553
1292,2554
1293,2557
1294,2559
1295,2560
1296,2562
1297,2564
1298,2565
1299,2568
1300,2569
1301,2570
1302,2571
1303,2575
1304,2576
1305,2577
1306,2579
1307,2583
1308,2584
1309,2585
1310,2587
1311,2590
1312,2592
1313,2593
1314,2598
1315,2602
1316,2603
1317,2604
1318,2605
1319,2606
1320,2607
1321,2608
1322,2609
1323,2610
1324,2612
1325,2620
1326,2621
1327,2622
1328,2623
1329,2624
1330,2625
1331,2627
1332,2628
1333,2629
1334,2631
1335,2633
1336,2634
1337,2635
1338,2637
1339,2638
1340,2640
1341,2641
1342,2643
1343,2645
1344,2646
1345,2650
1346,2653
1347,2654
1348,2655
1349,2657
1350,2659
1351,2660
1352,2661
1353,2662
1354,2663
1355,2665
1356,2666
1357,2668
1358,2674
1359,2675
1360,2676
1361,2677
1362,2680
1363,2681
1364,2683
1365,2686
1366,2688
1367,2690
1368,2691
1369,2692
1370,2693
1371,2694
1372,2695
1373,2696
1374,2697
1375,2698
1376,2699
1377,2703
1378,2705
1379,2706
1380,2708
1381,2709
1382,2711
1383,2712
1384,2714
1385,2717
1386,2718
1387,2719
1388,2720
1389,2721
1390,2722
1391,2723
1392,2725
1393,2729
1394,2732
1395,2734
1396,2735
1397,2738
1398,2742
1399,2743
1400,2744
1401,2746
1402,2748
1403,2750
1404,2753
1405,2754
1406,2755
1407,2756
1408,2757
1409,2758
1410,2761
1411,2762
1412,2763
1413,2765
1414,2767
1415,2768
1416,2770
1417,2771
1418,2775
1419,2777
1420,2778
1421,2780
1422,2781
1423,2784
1424,2785
1425,2786
1426,2787
1427,2790
1428,2792
1429,2795
1430,2797
1431,2798
1432,2799
1433,2800
1434,2802
1435,2807
1436,2810
1437,2811
1438,2813
1439,2818
1440,2820
1441,2823
1442,2824
1443,2826
1444,2828
1445,2832
1446,2834
1447,2835
1448,2836
1449,2837
1450,2840
1451,2841
1452,2842
1453,2844
1454,2846
1455,2847
1456,2848
1457,2851
1458,2853
1459,2854
1460,2855
1461,2856
1462,2857
1463,2858
1464,2860
1465,2864
1466,2868
1467,2870
1468,2875
1469,2878
1470,2879
1471,2883
1472,2884
1473,2887
1474,2890
1475,2894
1476,2895
1477,2896
1478,2900
1479,2902
1480,2907
1481,2909
1482,2911
1483,2912
1484,2916
1485,2923
1486,2924
1487,2931
1488,2932
1489,2933
1490,2934
1491,2935
1492,2937
1493,2938
1494,2939
1495,2940
1496,2941
1497,2942
1498,2943
1499,2945
1500,2946
1501,2947
1502,2948
1503,2953
1504,2954
1505,2956
1506,2958
1507,2962
1508,2964
1509,2965
1510,2971
1511,2977
1512,2978
1513,2979
1514,2981
1515,2982
1516,2985
1517,2987
1518,2992
1519,2993
1520,2996
1521,2998
1522,2999
1523,3004
1524,3006
1525,3010
1526,3013
1527,3014
1528,3016
1529,3018
1530,3020
1531,3021
1532,3023
1533,3024
1534,3026
1535,3029
1536,3032
1537,3034
1538,3038
1539,3040
1540,3042
1541,3043
1542,3044
1543,3045
1544,3049
1545,3052
1546,3054
1547,3057
1548,3059
1549,3061
1550,3066
1551,3068
1552,3071
1553,3075
1554,3076
1555,3077
1556,3078
1557,3081
1558,3082
1559,3085
1560,3086
1561,3087
1562,3088
1563,3090
1564,3091
1565,3092
1566,3095
1567,3097
1568,3099
1569,3103
1570,3107
1571,3108
1572,3112
1573,3114
1574,3117
1575,3118
1576,3119
1577,3121
1578,3123
1579,3125
1580,3126
1581,3127
1582,3131
1583,3134
1584,3136
1585,3137
1586,3141
1587,3142
1588,3144
1589,3145
1590,3147
1591,3151
1592,3156
1593,3157
1594,3158
1595,3160
1596,3161
1597,3165
1598,3169
1599,3170
1600,3174
1601,3175
1602,3176
1603,3178
1604,3179
1605,3180
1606,3182
1607,3184
1608,3187
1609,3188
1610,3189
1611,3191
1612,3196
1613,3198
1614,3199
1615,3202
1616,3203
1617,3204
1618,3205
1619,3209
1620,3212
1621,3213
1622,3215
1623,3220
1624,3221
1625,3222
1626,3225
1627,3226
1628,3228
1629,3233
1630,3235
1631,3236
1632,3237
1633,3238
1634,3239
1635,3240
1636,3243
1637,3245
1638,3247
1639,3251
1640,3256
1641,3258
1642,3259
1643,3261
1644,3262
1645,3263
1646,3265
1647,3269
1648,3272
1649,3273
1650,3277
1651,3279
1652,3280
1653,3281
1654,3283
1655,3285
1656,3286
1657,3290
1658,3295
1659,3297
1660,3299
1661,3300
1662,3301
1663,3305
1664,3308
1665,3313
1666,3314
1667,3317
1668,3318
1669,3319
1670,3321
1671,3323
1672,3327
1673,3328
1674,3330
1675,3333
1676,3335
1677,3338
1678,3342
1679,3343
1680,3344
1681,3346
1682,3347
1683,3349
1684,3351
1685,3353
1686,3358
1687,3359
1688,3368
1689,3369
1690,3370
1691,3371
1692,3373
1693,3379
1694,3383
1695,3384
1696,3387
1697,3388
1698,3392
1699,3395
1700,3396
1701,3397
1702,3398
1703,3399
1704,3400
1705,3402
1706,3405
1707,3408
1708,3409
1709,3412
1710,3413
1711,3415
1712,3417
1713,3420
1714,3425
1715,3428
1716,3430
1717,3432
1718,3434
1719,3439
1720,3440
1721,3441
1722,3443
1723,3445
1724,3446
1725,3448
1726,3449
1727,3452
1728,3453
1729,3457
1730,3458
1731,3462
1732,3464
1733,3466
1734,3467
1735,3471
1736,3474
1737,3477
1738,3480
1739,3482
1740,3486
1741,3487
1742,3491
1743,3492
1744,3493
1745,3495
1746,3496
1747,3497
1748,3499
1749,3500
1750,3502
1751,3504
1752,3505
1753,3508
1754,3513
1755,3515
1756,3516
1757,3518
1758,3520
1759,3523
1760,3525
1761,3528
1762,3530
1763,3531
1764,3532
1765,3533
1766,3535
1767,3537
1768,3538
1769,3546
1770,3550
1771,3551
1772,3552
1773,3554
1774,3559
1775,3560
1776,3561
1777,3562
1778,3563
1779,3567
1780,3570
1781,3572
1782,3573
1783,3575
1784,3577
1785,3578
1786,3580
1787,3581
1788,3584
1789,3587
1790,3592
1791,3595
1792,3599
1793,3604
1794,3605
1795,3607
1796,3608
1797,3609
1798,3613
1799,3615
1800,3616
1801,3620
1802,3623
1803,3625
1804,3626
1805,3629
1806,3630
1807,3631
1808,3632
1809,3633
1810,3635
1811,3636
1812,3639
1813,3640
1814,3641
1815,3642
1816,3645
1817,3647
1818,3649
1819,3650
1820,3653
1821,3655
1822,3657
1823,3660
1824,3662
1825,3666
1826,3667
1827,3672
1828,3675
1829,3677
1830,3680
1831,3681
1832,3682
1833,3686
1834,3688
1835,3689
1836,3690
1837,3691
1838,3692
1839,3694
1840,3695
1841,3697
1842,3699
1843,3701
1844,3703
1845,3704
1846,3705
1847,3708
1848,3709
1849,3710
1850,3711
1851,3712
1852,3713
1853,3714
1854,3715
1855,3717
1856,3718
1857,3719
1858,3722
1859,3724
1860,3727
1861,3728
1862,3729
1863,3730
1864,3731
1865,3732
1866,3733
1867,3738
1868,3741
1869,3742
1870,3744
1871,3745
1872,3747
1873,3748
1874,3750
1875,3751
1876,3752
1877,3753
1878,3755
1879,3758
1880,3760
1881,3761
1882,3764
1883,3765
1884,3767
1885,3768
1886,3771
1887,3772
1888,3773
1889,3774
1890,3775
1891,3779
1892,3780
1893,3782
1894,3784
1895,3785
1896,3786
1897,3789
1898,3790
1899,3796
1900,3798
1901,3799
1902,3801
1903,3803
1904,3806
1905,3808
1906,3810
1907,3812
1908,3813
1909,3814
1910,3817
1911,3818
1912,3820
1913,3826
1914,3828
1915,3832
1916,3834
1917,3835
1918,3836
1919,3837
1920,3839
1921,3840
1922,3841
1923,3843
1924,3846
1925,3847
1926,3850
1927,3852
1928,3853
1929,3854
1930,3857
1931,3860
1932,3861
1933,3863
1934,3864
1935,3867
1936,3868
1937,3870
1938,3871
1939,3872
1940,3874
1941,3875
1942,3879
1943,3880
1944,3881
1945,3882
1946,3884
1947,3885
1948,3888
1949,3889
1950,3891
1951,3892
1952,3893
1953,3895
1954,3896
1955,3897
1956,3900
1957,3905
1958,3906
1959,3907
1960,3908
1961,3910
1962,3912
1963,3913
1964,3915
1965,3920
1966,3923
1967,3924
1968,3925
1969,3927
1970,3930
1971,3931
1972,3934
1973,3935
1974,3937
1975,3939
1976,3941
1977,3943
1978,3945
1979,3947
1980,3950
1981,3952
1982,3956
1983,3957
1984,3958
1985,3961
1986,3962
1987,3966
1988,3970
1989,3971
1990,3972
1991,3973
1992,3976
1993,3977
1994,3978
1995,3979
1996,3982
1997,3983
1998,3985
1999,3987
2000,3988
2001,3990
2002,3995
2003,3998
2004,3999
2005,4000
2006,4004
2007,4006
2008,4007
2009,4008
2010,4010
2011,4012
2012,4013
2013,4015
2014,4017
2015,4019
2016,4020
2017,4023
2018,4026
2019,4028
2020,4029
2021,4030
2022,4038
2023,4039
2024,4043
2025,4045
2026,4051
2027,4053
2028,4054
2029,4056
2030,4057
2031,4059
2032,4062
2033,4064
2034,4065
2035,4066
2036,4067
2037,4069
2038,4070
2039,4072
2040,4074
2041,4077
2042,4078
2043,4080
2044,4081
2045,4082
2046,4084
2047,4085
2048,4088
2049,4090
2050,4091
2051,4094
2052,4095
2053,4097
2054,4099
2055,4101
2056,4103
2057,4104
2058,4105
2059,4107
2060,4109
2061,4115
2062,4117
2063,4118
2064,4120
2065,4122
2066,4125
2067,4127
2068,4129
2069,4130
2070,4131
2071,4132
2072,4134
2073,4137
2074,4139
2075,4140
2076,4142
2077,4143
2078,4145
2079,4146
2080,4147
2081,4149
2082,4150
2083,4151
2084,4155
2085,4156
2086,4160
2087,4163
2088,4168
2089,4169
2090,4180
2091,4182
2092,4183
2093,4186
2094,4187
2095,4197
2096,4198
2097,4201
2098,4203
2099,4205
2100,4208
2101,4209
2102,4210
2103,4218
2104,4219
2105,4222
2106,4224
2107,4225
2108,4226
2109,4227
2110,4229
2111,4230
2112,4232
2113,4237
2114,4238
2115,4239
2116,4242
2117,4243
2118,4244
2119,4245
2120,4246
2121,4250
2122,4251
2123,4253
2124,4254
2125,4257
2126,4259
2127,4262
2128,4263
2129,4264
2130,4266
2131,4267
2132,4271
2133,4272
2134,4275
2135,4279
2136,4282
2137,4283
2138,4284
2139,4285
2140,4287
2141,4288
2142,4292
2143,4294
2144,4295
2145,4296
2146,4297
2147,4298
2148,4299
2149,4301
2150,4305
2151,4307
2152,4309
2153,4310
2154,4311
2155,4312
2156,4313
2157,4315
2158,4317
2159,4318
2160,4319
2161,4322
2162,4325
2163,4328
2164,4332
2165,4338
2166,4342
2167,4343
2168,4344
2169,4345
2170,4346
2171,4347
2172,4349
2173,4352
2174,4357
2175,4360
2176,4365
2177,4367
2178,4368
2179,4371
2180,4377
2181,4378
2182,4381
2183,4384
2184,4387
2185,4390
2186,4392
2187,4394
2188,4395
2189,4397
2190,4398
2191,4399
2192,4403
2193,4404
2194,4405
2195,4406
2196,4408
2197,4410
2198,4411
2199,4412
2200,4413
2201,4415
2202,4419
2203,4424
2204,4425
2205,4428
2206,4433
2207,4435
2208,4438
2209,4439
2210,4441
2211,4447
2212,4448
2213,4450
2214,4451
2215,4452
2216,4455
2217,4456
2218,4457
2219,4461
2220,4462
2221,4463
2222,4464
2223,4465
2224,4467
2225,4468
2226,4469
2227,4471
2228,4474
2229,4475
2230,4476
2231,4479
2232,4485
2233,4487
2234,4488
2235,4491
2236,4493
2237,4497
2238,4499
2239,4500
2240,4505
2241,4509
2242,4511
2243,4512
2244,4513
2245,4518
2246,4519
2247,4520
2248,4521
2249,4523
2250,4524
2251,4525
2252,4526
2253,4527
2254,4530
2255,4532
2256,4533
2257,4534
2258,4536
2259,4537
2260,4538
2261,4539
2262,4540
2263,4545
2264,4547
2265,4548
2266,4551
2267,4552
2268,4554
2269,4555
2270,4557
2271,4558
2272,4560
2273,4563
2274,4564
2275,4569
2276,4574
2277,4575
2278,4578
2279,4579
2280,4580
2281,4581
2282,4583
2283,4586
2284,4589
2285,4591
2286,4594
2287,4595
2288,4606
2289,4607
2290,4608
2291,4609
2292,4611
2293,4612
2294,4613
2295,4614
2296,4615
2297,4618
2298,4619
2299,4620
2300,4622
2301,4623
2302,4624
2303,4628
2304,4629
2305,4630
2306,4631
2307,4632
2308,4633
2309,4635
2310,4637
2311,4639
2312,4641
2313,4644
2314,4645
2315,4646
2316,4647
2317,4648
2318,4649
2319,4653
2320,4654
2321,4656
2322,4658
2323,4659
2324,4660
2325,4663
2326,4664
2327,4665
2328,4667
2329,4668
2330,4672
2331,4673
2332,4675
2333,4677
2334,4680
2335,4681
2336,4683
2337,4684
2338,4687
2339,4688
2340,4692
2341,4695
2342,4696
2343,4697
2344,4700
2345,4701
2346,4703
2347,4707
2348,4708
2349,4709
2350,4710
2351,4711
2352,4718
2353,4723
2354,4724
2355,4728
2356,4731
2357,4733
2358,4734
2359,4736
2360,4739
2361,4743
2362,4744
2363,4745
2364,4747
2365,4748
2366,4749
2367,4750
2368,4752
2369,4754
2370,4757
2371,4758
2372,4759
2373,4762
2374,4765
2375,4766
2376,4767
2377,4769
2378,4770
2379,4771
2380,4772
2381,4774
2382,4775
2383,4776
2384,4777
2385,4779
2386,4780
2387,4781
2388,4785
2389,4786
2390,4787
2391,4789
2392,4790
2393,4795
2394,4796
2395,4801
2396,4804
2397,4805
2398,4806
2399,4810
2400,4811
2401,4814
2402,4816
2403,4817
2404,4818
2405,4819
2406,4820
2407,4821
2408,4823
2409,4824
2410,4825
2411,4830
2412,4831
2413,4832
2414,4838
2415,4839
2416,4840
2417,4841
2418,4842
2419,4843
2420,4844
2421,4849
2422,4850
2423,4855
2424,4860
2425,4862
2426,4863
2427,4864
2428,4865
2429,4871
2430,4874
2431,4876
2432,4877
2433,4879
2434,4882
2435,4883
2436,4884
2437,4885
2438,4890
2439,4892
2440,4893
2441,4894
2442,4895
2443,4897
2444,4901
2445,4905
2446,4906
2447,4907
2448,4912
2449,4913
2450,4916
2451,4917
2452,4918
2453,4920
2454,4921
2455,4923
2456,4924
2457,4925
2458,4926
2459,4928
2460,4929
2461,4930
2462,4931
2463,4933
2464,4935
2465,4939
2466,4940
2467,4943
2468,4944
2469,4947
2470,4948
2471,4950
2472,4952
2473,4954
2474,4955
2475,4957
2476,4960
2477,4962
2478,4963
2479,4966
2480,4969
2481,4970
2482,4971
2483,4972
2484,4974
2485,4975
2486,4977
2487,4978
2488,4982
2489,4987
2490,4991
2491,4994
2492,4995
2493,4998
2494,4999
2495,5000
2496,5003
2497,5004
2498,5008
2499,5010
2500,5012
2501,5013
2502,5014
2503,5015
2504,5016
2505,5017
2506,5018
2507,5019
2508,5022
2509,5025
2510,5026
2511,5027
2512,5029
2513,5030
2514,5032
2515,5038
2516,5040
2517,5041
2518,5043
2519,5046
2520,5047
2521,5048
2522,5052
2523,5057
2524,5058
2525,5062
2526,5064
2527,5066
2528,5067
2529,5068
2530,5070
2531,5072
2532,5075
2533,5076
2534,5077
2535,5078
2536,5079
2537,5083
2538,5086
2539,5087
2540,5088
2541,5089
2542,5093
2543,5094
2544,5095
2545,5097
2546,5098
2547,5100
2548,5101
2549,5107
2550,5109
2551,5110
2552,5111
2553,5113
2554,5114
2555,5115
2556,5117
2557,5118
2558,5121
2559,5122
2560,5123
2561,5124
2562,5126
2563,5127
2564,5129
2565,5130
2566,5131
2567,5133
2568,5136
2569,5140
2570,5141
2571,5143
2572,5153
2573,5154
2574,5155
2575,5157
2576,5158
2577,5160
2578,5163
2579,5164
2580,5166
